unique_id,survey_id,survey_date,age,gender,strata,client_location,nationality,education_level,business_sector,business_sub_sector,only_income_earner,number_of_people_reponsible,business_location,is_business_registered,has_access_to_finance_in_past_6months,have_bank_account,monthly_customer,kept_sales_record,bz_have_new_practices,practice_type,bz_have_new_product,new_product_type,job_created,revenue,hh_expense,nps_detractor,nps_passive,nps_promoter,satisfied_yes,satisfied_no,survey_name,has_started_business,why_not_started_business,bz_source_capital,did_you_buy_assets_in_the_past_6months,business_challenges,did_you_attended_all_training,does_training_increased_bz_skills,plan_after_program,risk_tier_1m,risk_tier_2m,risk_tier_3m,risk_score_1m,risk_score_2m,risk_score_3m,jobs_created_1m,jobs_created_2m,jobs_created_3m,jobs_lost_1m,jobs_lost_2m,jobs_lost_3m,revenue_1m,revenue_2m,revenue_3m,countrySpecific,country_code
U03610,RW-2023-S3,2023-01-01,49,Female,refugee,Mahama Camp,Burundian,None,ICT,Mobile Money,Yes,5,Kicukiro,Yes,No,Yes,24.0,Yes,No,,No,,1,212.12,122.66,0,1,0,1,0,Endline Survey,True,,,,,,,,HIGH,MEDIUM,MEDIUM,0.723196,0.695314,0.683838,1,1,1,0,0,0,172.58,170.9,141.52,Rwanda,RW
U01273,ET-2022-S3,2022-12-13,18,Male,host,Bahir Dar,Eritrean,Bachelor,Retail & Trade,Pharmacy,No,2,Mekelle,Yes,No,Yes,74.0,Yes,No,,No,,0,639.84,219.63,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.479097,0.555394,0.590694,0,0,0,0,0,0,624.03,613.63,578.41,Ethiopia,ET
U04440,ET-2019-S2,2019-07-26,33,Female,refugee,Bahir Dar,Eritrean,Secondary,Personal Services,Cleaning,Yes,8,Kirkos,Yes,No,Yes,9.0,No,Yes,Inventory,No,,1,284.63,88.51,0,1,0,0,1,Follow-up Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.871314,0.893986,0.888597,0,0,0,0,0,0,277.43,237.38,208.26,Ethiopia,ET
U02471,SS-2023-S1,2023-08-19,34,Female,refugee,Juba,Congolese,Secondary,Professional Services,Consulting,Yes,7,,,,,,,,,,,1,222.57,,0,0,1,1,0,Endline Survey,False,Health issues,Savings,False,Limited mobility,True,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.60011,0.555563,0.54492,2,2,2,0,0,0,227.68,200.85,213.04,South Sudan,SS
U00366,KE-2020-S2,2020-04-27,35,Male,host,Kisumu,Kenyan,Primary,Hospitality and Tourism,Restaurant,No,6,,,,,,,,,,,1,748.46,,0,0,1,0,1,Baseline Survey,False,Permit/registration barriers,Loan,True,Security constraints,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.475328,0.434519,0.405259,0,0,0,0,0,0,685.72,723.69,731.27,Kenya,KE
U03836,ET-2021-S3,2021-04-19,40,Male,refugee,Mekelle,Eritrean,Diploma,Construction,Paint,No,3,Kirkos,Yes,No,Yes,56.0,Yes,Yes,Record keeping,No,,0,627.08,268.36,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.610594,0.626978,0.625856,0,0,0,0,1,1,646.9,651.82,690.85,Ethiopia,ET
U04294,ET-2021-S1,2021-06-25,33,Male,host,Addis Ababa,Eritrean,Postgraduate,Professional Services,Tailoring,No,2,,,,,,,,,,,0,450.94,,0,1,0,1,0,Endline Survey,False,Family responsibilities,Family support,False,Limited mobility,False,False,Seek employment,LOW,MEDIUM,MEDIUM,0.339061,0.353603,0.381105,1,1,1,0,0,1,493.89,487.4,481.23,Ethiopia,ET
U02026,KE-2026-S1,2026-12-31,42,Female,host,Kisumu,Somali,Primary,Manufacturing,Crafts,No,6,Kajiado,No,No,Yes,9.0,Yes,No,,No,,0,458.43,162.6,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.446295,0.519909,0.553814,0,0,0,0,0,0,466.59,480.53,424.97,Kenya,KE
U04187,SS-2019-S2,2019-01-25,29,Female,host,Yambio,Congolese,Primary,Personal Services,Laundry,No,3,Torit,No,Yes,No,23.0,No,Yes,Pricing,No,,0,725.2,367.05,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.399275,0.411789,0.414951,0,0,0,0,0,0,762.81,778.79,810.67,South Sudan,SS
U01778,KE-2026-S3,2026-02-07,33,Female,host,Dadaab Camp,Kenyan,TVET,Agriculture,Dairy,No,5,Nairobi,Yes,No,Yes,26.0,Yes,Yes,Inventory,Yes,Dairy,0,235.98,147.39,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.360599,0.37203,0.374446,0,0,0,1,1,1,260.57,256.3,278.07,Kenya,KE
U01776,RW-2021-S3,2021-03-30,32,Female,refugee,Gasabo,Rwandan,Primary,Hospitality and Tourism,Catering,No,2,Rwamagana,Yes,Yes,No,55.0,Yes,Yes,Inventory,No,,0,335.7,218.58,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.513531,0.475362,0.479319,0,0,0,0,0,1,313.09,334.74,319.76,Rwanda,RW
U02219,SS-2019-S3,2019-07-29,25,Male,host,Gorom Camp,South Sudanese,Bachelor,Agriculture,Vegetables,No,2,Juba,No,No,Yes,17.0,Yes,No,,Yes,Poultry,0,160.96,94.49,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.414731,0.457503,0.505468,0,0,0,0,0,0,168.79,169.98,147.29,South Sudan,SS
U03013,SS-2021-S3,2021-02-28,25,Female,host,Torit,South Sudanese,Postgraduate,Hospitality and Tourism,Lodging,No,5,,,,,,,,,,,0,226.59,,1,0,0,1,0,Baseline Survey,False,Market uncertainty,Community group,False,Limited mobility,True,False,Start business,LOW,LOW,LOW,0.262434,0.290017,0.343122,0,0,0,0,1,1,258.01,252.86,292.89,South Sudan,SS
U00075,ET-2022-S3,2022-04-12,38,Female,host,Addis Ababa,Ethiopian,Postgraduate,Transport,Logistics,No,3,Hawassa,Yes,No,Yes,29.0,Yes,No,,No,,0,577.73,236.79,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.425537,0.437741,0.467903,0,0,0,0,0,0,550.93,605.88,645.75,Ethiopia,ET
U02213,RW-2019-S2,2019-11-27,18,Female,refugee,Nyabiheke Camp,Congolese,Secondary,Manufacturing,Soap,Yes,2,Rwamagana,Yes,Yes,Yes,17.0,Yes,No,,Yes,Soap,1,458.48,132.84,0,0,1,1,0,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.328506,0.331723,0.315199,0,0,0,0,1,1,508.93,471.19,555.34,Rwanda,RW
U01053,ET-2023-S2,2023-12-08,18,Male,host,Mekelle,Eritrean,Primary,Personal Services,Beauty,No,6,,,,,,,,,,,2,301.87,,0,1,0,0,1,Follow-up Survey,False,Permit/registration barriers,Grant,False,High input costs,True,True,Continue training,MEDIUM,LOW,LOW,0.385623,0.307017,0.273839,0,0,1,1,2,2,299.22,289.56,289.98,Ethiopia,ET
U00940,RW-2020-S1,2020-07-02,33,Male,refugee,Nyabiheke Camp,Burundian,Secondary,Construction,Hardware,No,3,Gasabo,Yes,Yes,Yes,63.0,No,No,,No,,0,316.74,213.18,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.494562,0.489012,0.479723,0,0,0,1,1,1,332.7,336.86,321.73,Rwanda,RW
U04466,SS-2026-S2,2026-03-20,44,Male,refugee,Torit,Sudanese,Secondary,Hospitality and Tourism,Lodging,No,5,,,,,,,,,,,2,653.49,,0,0,1,1,0,Follow-up Survey,True,,Community group,True,Security constraints,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.530641,0.551426,0.548895,0,0,0,0,0,0,700.56,729.45,687.48,South Sudan,SS
U04571,RW-2019-S3,2019-05-01,20,Female,host,Mahama Camp,Rwandan,Secondary,Professional Services,Tailoring,No,5,Rwamagana,Yes,Yes,No,51.0,No,No,,No,,0,160.82,104.19,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.494941,0.483789,0.516058,0,0,0,0,0,0,176.22,180.94,185.13,Rwanda,RW
U04506,ET-2021-S1,2021-09-05,31,Female,refugee,Mekelle,Eritrean,Secondary,Construction,Carpentry,No,4,,,,,,,,,,,1,108.72,,0,1,0,1,0,Baseline Survey,False,Health issues,Community group,False,Security constraints,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.491197,0.548408,0.580416,0,0,0,0,1,1,115.88,112.31,117.6,Ethiopia,ET
U03297,ET-2023-S3,2023-04-29,21,Female,refugee,Jijiga,Ethiopian,Bachelor,Retail & Trade,Phone Accessories,No,2,Kirkos,No,No,No,14.0,Yes,No,,No,,0,505.87,217.48,0,1,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.421824,0.395793,0.377972,0,0,0,0,0,0,553.41,541.85,554.24,Ethiopia,ET
U00561,ET-2018-S1,2018-03-16,42,Male,refugee,Shire Camp,Somali,Postgraduate,Retail & Trade,Phone Accessories,No,1,Bahir Dar,No,Yes,Yes,13.0,No,No,,Yes,Clothing,0,396.12,266.59,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.517734,0.465224,0.458461,0,0,0,1,1,1,419.55,425.76,444.99,Ethiopia,ET
U03397,RW-2023-S1,2023-04-11,44,Female,host,Gasabo,Burundian,Bachelor,Professional Services,Hair Salon,Yes,6,,,,,,,,,,,1,490.53,,0,1,0,1,0,Endline Survey,True,,Grant,False,Competition,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.497424,0.519755,0.54028,0,1,1,1,1,1,532.68,504.52,505.67,Rwanda,RW
U02181,KE-2026-S2,2026-01-10,36,Male,host,Nairobi,Kenyan,Primary,Hospitality and Tourism,Lodging,No,4,Nairobi,Yes,No,Yes,26.0,Yes,No,,No,,0,637.98,421.16,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.390946,0.387562,0.378092,0,1,1,0,0,0,618.39,635.88,674.32,Kenya,KE
U00018,RW-2024-S3,2024-06-25,41,Male,refugee,Nyabiheke Camp,Congolese,Secondary,Retail & Trade,Phone Accessories,No,2,Kicukiro,No,Yes,No,66.0,No,No,,Yes,Pharmacy,0,862.04,260.89,0,1,0,0,1,Follow-up Survey,True,,,,,,,,LOW,LOW,LOW,0.285085,0.221296,0.199699,0,1,1,0,0,0,821.19,838.11,928.75,Rwanda,RW
U00978,ET-2022-S3,2022-12-02,45,Female,host,Mekelle,Ethiopian,Primary,Professional Services,Consulting,Yes,7,Kirkos,Yes,No,No,14.0,No,Yes,Marketing,No,,0,422.63,224.1,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,LOW,0.381633,0.355322,0.336402,0,0,0,0,0,1,405.54,405.0,448.13,Ethiopia,ET
U04346,KE-2025-S3,2025-09-17,26,Male,host,Nairobi,Kenyan,Bachelor,Professional Services,Consulting,No,3,Nakuru,No,No,No,11.0,Yes,Yes,Supplier diversification,Yes,Repairs,0,1011.85,375.41,1,0,0,0,1,Follow-up Survey,True,,,,,,,,LOW,LOW,MEDIUM,0.323146,0.320111,0.355363,0,0,0,0,0,0,933.52,1002.68,1016.9,Kenya,KE
U01876,ET-2026-S1,2026-03-06,34,Male,refugee,Shire Camp,Somali,Secondary,Construction,Carpentry,No,7,,,,,,,,,,,0,649.03,,0,1,0,1,0,Baseline Survey,False,Family responsibilities,Savings,True,High input costs,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.521076,0.534151,0.530559,1,1,1,1,1,2,634.32,643.55,671.99,Ethiopia,ET
U00923,ET-2022-S2,2022-08-26,46,Male,refugee,Shire Camp,Eritrean,Bachelor,Transport,Moto,Yes,5,Kirkos,Yes,No,Yes,44.0,No,Yes,Record keeping,Yes,Logistics,1,192.23,78.11,1,0,0,0,1,Follow-up Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.756999,0.736911,0.717866,0,0,0,0,0,1,178.31,157.14,158.02,Ethiopia,ET
U01903,KE-2020-S1,2020-01-19,24,Female,refugee,Kakuma Camp,Kenyan,Primary,Retail & Trade,Pharmacy,No,8,Nairobi,No,No,No,24.0,No,Yes,Marketing,Yes,Pharmacy,0,202.96,126.77,1,0,0,1,0,Endline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.725883,0.787725,0.814187,0,0,0,0,0,0,198.48,187.42,169.81,Kenya,KE
U02036,RW-2021-S2,2021-05-05,48,Female,host,Gasabo,Burundian,Secondary,Retail & Trade,Phone Accessories,No,4,,,,,,,,,,,0,598.97,,0,1,0,1,0,Endline Survey,False,Lack of capital,Family support,False,High input costs,False,False,Join cooperative,LOW,LOW,LOW,0.317039,0.290692,0.276143,0,0,0,0,0,0,610.88,697.8,706.57,Rwanda,RW
U03679,RW-2018-S1,2018-05-30,36,Male,refugee,Gasabo,Burundian,Primary,Personal Services,Cleaning,No,3,Gasabo,No,No,Yes,13.0,Yes,No,,No,,0,334.23,177.06,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.522548,0.549815,0.560361,0,0,0,0,0,0,373.26,343.36,373.79,Rwanda,RW
U03055,RW-2018-S1,2018-10-02,35,Female,host,Kigeme Camp,Congolese,Diploma,Transport,Moto,Yes,2,Gasabo,Yes,Yes,No,26.0,No,No,,No,,1,562.27,340.5,0,1,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.405159,0.35383,0.377338,0,1,1,0,0,0,545.88,528.59,503.86,Rwanda,RW
U04444,KE-2026-S3,2026-04-15,32,Female,refugee,Nakuru,South Sudanese,Primary,Manufacturing,Crafts,No,2,Nairobi,No,No,Yes,13.0,Yes,No,,No,,0,380.81,161.82,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.559723,0.547445,0.511755,0,0,0,0,0,0,386.15,381.39,383.97,Kenya,KE
U02055,RW-2018-S1,2018-10-16,28,Female,refugee,Mahama Camp,Burundian,Secondary,Professional Services,Hair Salon,No,5,Kicukiro,Yes,Yes,Yes,43.0,No,Yes,Marketing,No,,0,346.64,188.55,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.579996,0.547217,0.524018,0,0,1,0,0,0,322.31,363.27,344.61,Rwanda,RW
U02811,ET-2026-S3,2026-04-08,37,Female,refugee,Jijiga,Somali,Secondary,Professional Services,Tailoring,No,2,,,,,,,,,,,1,939.98,,1,0,0,0,1,Follow-up Survey,False,Family responsibilities,Grant,False,High input costs,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.424009,0.397086,0.37534,0,0,0,0,0,1,867.38,955.82,902.63,Ethiopia,ET
U00198,SS-2021-S2,2021-11-16,33,Male,host,Torit,Congolese,Secondary,Retail & Trade,Phone Accessories,No,2,,,,,,,,,,,0,189.96,,1,0,0,0,1,Endline Survey,False,Family responsibilities,Community group,True,Security constraints,True,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.542963,0.593503,0.632566,1,1,1,0,0,0,203.03,185.95,197.04,South Sudan,SS
U02775,KE-2018-S3,2018-08-31,46,Male,host,Dadaab Camp,South Sudanese,Secondary,Professional Services,Hair Salon,Yes,4,,,,,,,,,,,1,221.29,,0,1,0,1,0,Baseline Survey,False,Family responsibilities,Community group,False,Limited mobility,True,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.538697,0.531572,0.495695,0,0,0,0,0,0,220.94,238.27,260.47,Kenya,KE
U00815,RW-2024-S1,2024-01-17,28,Male,host,Gasabo,Congolese,Diploma,Transport,Taxi,No,4,Rwamagana,No,Yes,Yes,30.0,No,Yes,Inventory,Yes,Moto,1,1091.18,645.86,0,0,1,1,0,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.322599,0.297518,0.273464,0,0,0,0,0,1,1229.23,1222.98,1374.2,Rwanda,RW
U01164,ET-2025-S1,2025-12-07,46,Female,host,Shire Camp,Somali,Bachelor,Agriculture,Dairy,No,4,,,,,,,,,,,1,697.03,,0,0,1,0,1,Baseline Survey,False,Market uncertainty,Family support,True,High input costs,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.358275,0.38693,0.412419,1,1,2,0,0,0,721.31,744.87,732.2,Ethiopia,ET
U01624,RW-2019-S1,2019-12-25,23,Female,refugee,Nyarugenge,Rwandan,Primary,Agriculture,Poultry,No,3,Kicukiro,Yes,No,Yes,40.0,Yes,Yes,Record keeping,No,,2,634.27,226.92,0,0,1,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.517807,0.493014,0.458473,1,1,1,0,0,0,631.0,689.41,726.26,Rwanda,RW
U00976,RW-2026-S1,2026-11-23,30,Male,refugee,Nyabiheke Camp,Burundian,Postgraduate,Construction,Masonry,No,4,,,,,,,,,,,1,465.76,,0,0,1,1,0,Baseline Survey,False,Health issues,Family support,True,Security constraints,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.441928,0.475558,0.510989,0,0,0,0,0,0,479.82,472.72,466.43,Rwanda,RW
U02456,KE-2020-S3,2020-04-27,46,Female,host,Dadaab Camp,Kenyan,TVET,Professional Services,Repairs,No,1,,,,,,,,,,,0,457.06,,0,1,0,1,0,Endline Survey,True,,Community group,True,Limited mobility,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.378481,0.459237,0.505375,3,3,4,0,1,1,446.66,465.93,473.26,Kenya,KE
U02427,KE-2021-S2,2021-10-29,44,Male,host,Kisumu,Somali,Primary,Personal Services,Cleaning,Yes,3,,,,,,,,,,,3,586.82,,0,1,0,1,0,Baseline Survey,False,Lack of capital,Family support,True,Security constraints,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.461362,0.489202,0.48875,0,0,0,1,1,1,654.19,660.97,644.39,Kenya,KE
U01891,ET-2018-S3,2018-07-16,20,Female,host,Bahir Dar,Eritrean,Secondary,Professional Services,Consulting,Yes,5,Hawassa,No,No,No,25.0,No,No,,Yes,Hair Salon,1,790.12,435.22,1,0,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.609926,0.612638,0.626108,0,0,0,0,0,0,797.71,856.85,865.99,Ethiopia,ET
U00227,SS-2021-S1,2021-09-14,22,Female,refugee,Torit,Congolese,TVET,Retail & Trade,Grocery,No,3,,,,,,,,,,,0,409.66,,1,0,0,0,1,Endline Survey,False,Market uncertainty,Savings,False,Security constraints,True,True,Start business,LOW,LOW,LOW,0.29785,0.24242,0.197161,0,0,0,0,0,0,428.96,440.56,464.4,South Sudan,SS
U04786,ET-2025-S1,2025-02-19,41,Male,host,Bahir Dar,Eritrean,Bachelor,Personal Services,Laundry,No,7,Mekelle,Yes,No,Yes,20.0,No,Yes,Pricing,Yes,Childcare,1,294.67,205.71,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.44496,0.438066,0.441549,0,0,0,0,0,0,293.69,285.87,320.42,Ethiopia,ET
U01527,ET-2025-S1,2025-12-16,33,Male,refugee,Mekelle,Eritrean,Diploma,Personal Services,Cleaning,No,4,Bahir Dar,Yes,No,Yes,20.0,No,Yes,Record keeping,Yes,Laundry,0,636.87,232.82,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.617972,0.641577,0.658422,0,0,0,0,0,0,615.54,599.58,611.36,Ethiopia,ET
U03450,ET-2025-S1,2025-12-19,21,Female,refugee,Jijiga,Somali,Secondary,Hospitality and Tourism,Catering,No,4,Yeka,No,No,Yes,34.0,Yes,No,,No,,0,444.87,136.09,0,0,1,0,1,Endline Survey,True,,,,,,,,HIGH,HIGH,MEDIUM,0.710179,0.708771,0.695482,0,0,0,0,0,0,425.87,448.31,392.0,Ethiopia,ET
U03976,ET-2022-S1,2022-01-22,36,Female,refugee,Shire Camp,Ethiopian,Primary,Agriculture,Vegetables,No,5,,,,,,,,,,,2,278.07,,0,1,0,0,1,Follow-up Survey,True,,Community group,False,Security constraints,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.525454,0.563141,0.559337,0,1,1,0,0,0,296.34,281.31,288.26,Ethiopia,ET
U01660,RW-2023-S1,2023-08-27,39,Male,refugee,Kigeme Camp,Burundian,Secondary,Agriculture,Grains,No,2,Kicukiro,No,Yes,No,35.0,No,Yes,Pricing,Yes,Dairy,1,312.82,79.64,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.53459,0.523652,0.491622,0,0,0,0,1,1,307.49,314.72,317.24,Rwanda,RW
U01715,RW-2021-S1,2021-08-07,30,Male,host,Kicukiro,Burundian,None,Agriculture,Dairy,No,5,,,,,,,,,,,0,501.13,,0,0,1,0,1,Endline Survey,False,Lack of capital,Community group,True,High input costs,True,True,Continue training,LOW,LOW,LOW,0.338404,0.293611,0.272167,0,0,0,0,0,0,490.05,496.78,514.49,Rwanda,RW
U02319,ET-2023-S1,2023-08-13,37,Male,refugee,Jijiga,Somali,Primary,Retail & Trade,Grocery,No,4,Hawassa,Yes,No,Yes,20.0,Yes,No,,No,,3,1745.18,855.61,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.484383,0.460855,0.475528,0,0,0,0,0,0,1644.75,1887.52,1906.71,Ethiopia,ET
U02338,RW-2018-S3,2018-09-28,33,Female,refugee,Gasabo,Rwandan,Diploma,Retail & Trade,Phone Accessories,Yes,1,Rwamagana,Yes,No,Yes,26.0,No,No,,No,,4,217.89,118.96,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.634531,0.627788,0.652522,0,0,0,0,0,0,227.02,193.93,209.09,Rwanda,RW
U04424,ET-2018-S1,2018-04-09,23,Male,refugee,Shire Camp,Eritrean,Secondary,Retail & Trade,Pharmacy,Yes,4,Bole,Yes,No,Yes,48.0,Yes,No,,Yes,Phone Accessories,2,392.28,114.19,1,0,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,HIGH,HIGH,0.695467,0.71504,0.722438,0,0,0,0,0,0,412.06,443.63,428.93,Ethiopia,ET
U04411,RW-2020-S1,2020-11-07,37,Male,refugee,Nyabiheke Camp,Congolese,Diploma,Agriculture,Dairy,No,1,Kicukiro,Yes,Yes,No,23.0,No,Yes,Inventory,No,,0,270.34,108.35,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.583146,0.615921,0.634442,0,0,0,0,0,1,280.35,246.16,250.86,Rwanda,RW
U01715,RW-2025-S3,2025-03-19,44,Female,refugee,Mahama Camp,Congolese,Primary,Retail & Trade,Phone Accessories,No,2,,,,,,,,,,,1,312.86,,0,0,1,1,0,Endline Survey,False,Family responsibilities,Grant,False,Limited mobility,True,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.528931,0.577345,0.570115,0,0,0,0,0,0,313.37,332.06,342.57,Rwanda,RW
U01707,RW-2018-S1,2018-01-30,27,Female,refugee,Kigeme Camp,Rwandan,Primary,Manufacturing,Crafts,Yes,4,Rwamagana,No,Yes,No,38.0,No,Yes,Pricing,No,,1,349.55,166.57,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.565908,0.493426,0.437087,0,0,0,0,0,1,357.61,369.34,343.53,Rwanda,RW
U02751,KE-2021-S3,2021-03-13,30,Male,host,Kakuma Camp,Somali,None,Agriculture,Dairy,No,4,Nakuru,Yes,No,Yes,29.0,No,Yes,Inventory,No,,0,416.96,192.1,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.464025,0.409459,0.407791,0,0,0,0,0,0,427.63,431.2,425.82,Kenya,KE
U01729,RW-2025-S1,2025-05-11,18,Male,host,Nyabiheke Camp,Rwandan,Primary,Personal Services,Childcare,No,4,Gasabo,No,No,Yes,23.0,Yes,Yes,Record keeping,No,,1,701.05,218.61,0,0,1,0,1,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.296664,0.303646,0.309335,0,0,0,0,0,0,667.53,744.01,728.89,Rwanda,RW
U03164,ET-2019-S3,2019-08-15,33,Male,refugee,Shire Camp,Ethiopian,TVET,Professional Services,Consulting,No,3,,,,,,,,,,,2,920.53,,1,0,0,1,0,Endline Survey,False,Market uncertainty,Savings,False,Competition,False,False,Start business,MEDIUM,MEDIUM,MEDIUM,0.572142,0.627386,0.665688,0,0,0,0,0,0,837.29,802.24,779.76,Ethiopia,ET
U01076,ET-2020-S2,2020-05-02,38,Female,host,Addis Ababa,Ethiopian,Secondary,ICT,Cybercafe,No,3,,,,,,,,,,,0,1174.18,,1,0,0,1,0,Endline Survey,True,,Grant,False,Competition,True,False,Seek employment,LOW,MEDIUM,MEDIUM,0.327645,0.371768,0.402482,0,0,0,0,1,1,1186.44,1239.48,1387.69,Ethiopia,ET
U02001,RW-2020-S2,2020-02-07,43,Male,host,Mahama Camp,Rwandan,Bachelor,Retail & Trade,Grocery,No,6,Musanze,Yes,No,Yes,17.0,Yes,Yes,Marketing,No,,0,316.12,129.08,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.481336,0.527164,0.527535,0,0,0,0,0,0,292.64,295.94,310.14,Rwanda,RW
U00746,RW-2022-S1,2022-07-02,30,Female,host,Nyarugenge,Burundian,Primary,Personal Services,Childcare,Yes,5,Huye,No,Yes,Yes,25.0,Yes,No,,Yes,Laundry,1,409.77,132.65,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,LOW,MEDIUM,0.355839,0.333695,0.352258,0,0,0,0,0,0,370.08,371.25,404.68,Rwanda,RW
U00003,RW-2022-S1,2022-12-19,42,Male,refugee,Kigeme Camp,Burundian,Primary,Personal Services,Childcare,No,2,Nyarugenge,Yes,No,Yes,22.0,Yes,No,,No,,0,494.64,134.45,0,1,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,HIGH,0.641117,0.689139,0.720553,0,0,0,0,0,0,544.58,534.62,554.53,Rwanda,RW
U03050,ET-2019-S2,2019-12-31,18,Male,refugee,Jijiga,Ethiopian,Secondary,Retail & Trade,Clothing,No,3,Mekelle,No,No,Yes,10.0,No,No,,No,,0,527.42,159.82,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.627207,0.655745,0.657297,0,1,1,1,1,2,535.36,508.7,517.68,Ethiopia,ET
U04005,KE-2022-S1,2022-02-02,27,Male,host,Kakuma Camp,South Sudanese,Bachelor,Retail & Trade,Pharmacy,No,4,,,,,,,,,,,0,489.08,,0,1,0,1,0,Baseline Survey,True,,Loan,False,Competition,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.421749,0.38514,0.381201,0,0,0,0,1,1,540.54,528.23,499.27,Kenya,KE
U02455,ET-2020-S2,2020-07-14,33,Male,host,Shire Camp,Eritrean,Secondary,Personal Services,Laundry,No,4,Bahir Dar,Yes,No,Yes,13.0,Yes,Yes,Marketing,No,,2,601.37,233.13,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.373441,0.335192,0.316929,0,0,0,1,1,1,598.62,533.12,586.9,Ethiopia,ET
